week,paid_search,social,tv,ooh,revenue
26,102.80697972579593,191.82707720172692,195.58337248758806,382.4838778091325,3146.964391473974
27,138.84338387055556,147.85021808742263,181.0774968176176,317.20874505170906,3223.2096458043866
28,104.47558834689752,270.18482341026487,141.8080547425683,385.6981472509538,2898.5288792359456
29,156.04318548041155,191.76145883685996,212.0631559804002,338.12430175135904,3107.170245420691
30,144.0564194794146,160.2555004889225,165.35850300314814,217.45185786149088,2707.7752359909023
31,105.44376987421651,222.61031361237372,222.8024876805693,398.47473863563346,3029.5086055099137
32,102.99222919250587,128.99728120889864,220.89692836382414,274.52185726762013,3012.156129310031
33,144.56123373944342,183.88622433513478,227.49895952105396,310.2300505990134,2878.385581336647
34,103.15832598807695,284.9235669526228,166.31950420506752,251.78508727060307,2500.7697269085634
35,61.306567397655925,229.9001726249943,266.61630949800247,312.1735910469257,3006.6888865107985
36,145.99811426821054,256.4006085362144,143.6304824473165,331.45508902567303,3210.6113930095253
37,112.05180850171436,274.9654305132782,205.8680869359592,280.15735983577997,2764.1378176704266
38,100.35421104820999,233.5044795221722,120.92638378032703,232.33870769179603,2873.287204886775
39,143.04595413094506,185.25502340829203,208.97336061021127,379.89847333211327,3009.41423934663
40,105.3587745984318,210.42544501922464,175.2641932363958,400.7123500283899,3034.695990736217
41,96.53711563303662,206.01679090558596,275.24970195622876,406.42392517886947,2909.554740006002
42,103.78816994218501,177.42358460890406,229.41952744265961,452.6753836111943,3119.93175917448
43,101.25888544490192,181.9185503627235,161.54495893898616,300.65983390244634,3095.948682264459
44,113.62947305819337,134.60937472304005,176.43015846107346,267.95786714202495,2812.6487700336584
45,112.23275433686952,207.42685042112268,212.17137051207803,315.1263153341986,3224.622436815264
46,142.70501212400475,238.45780039194923,215.53187590636034,350.7466501878687,3217.255682270586
47,92.77739935933184,213.1703280599801,221.01215750284754,377.41878739536327,3032.2314123459473
48,135.10823376316353,201.27973111353532,163.76147176108773,412.6239198266877,3175.474108363131
49,99.54369450044871,151.90479496551745,136.4989938558935,462.0152566996655,2802.361012502591
50,119.52356695688054,256.2576719840684,148.03700235301116,440.5225201462664,2953.0030034415136
51,110.23225290726238,269.4864327352284,179.5279681089868,336.9664734316455,3008.0603071029327
52,127.6129240434904,240.25850467075747,229.39296343086255,438.3623307295495,2962.672556206778
53,95.46245394721664,261.94027414897863,137.31989021089757,356.49233608690093,3064.0630320195337
54,106.22571974350096,238.54781397947022,114.0645101753561,315.6129285093028,2940.149494493279
55,74.33321845348871,164.0737703975218,182.68345931872074,207.32561778660803,3004.9212130125443
56,92.07967256570227,175.23631365965767,187.696865513408,366.4423488526911,3201.5245476943383
57,74.5499869551376,207.67148144801428,203.87274060340852,220.6146035251483,2953.227215255694
58,64.24683503466731,187.4674919805624,224.16443547352804,430.3317085215438,3201.2359567312315
59,104.01293004421629,232.74721798095084,144.67111255560724,460.5214230295221,3360.81239330524
60,112.87430954922628,288.3298513133399,185.84874520335873,351.2152937445719,2763.6716570279
61,121.10171449916386,225.4836833094842,177.37785962535267,410.97543866874634,2856.346433714833
62,90.23745958264895,192.59864556944228,168.94034687809994,374.61374680842385,3092.4507060056476
63,117.40962100312147,102.10671041764222,243.24669618413813,462.3651359726094,3168.8005944407837
64,85.81196717226372,232.72377296396087,144.35340929626184,256.3396930035225,3082.895429813781
65,93.84025340185195,155.54444139137098,228.5067062265734,315.97687586658253,2659.4467601344295
66,120.49202346266061,247.28460505174843,244.53369637153452,320.2280484776005,2949.514384056873
67,125.40174060321716,273.3111712092212,134.50786495493188,321.6753958368113,2758.0367618285736
68,90.96714820054773,147.31512284803563,218.10670333623307,279.6324057259717,3244.2686021777076
69,70.55242871445395,256.30157421383046,127.7261970010464,368.6455640257242,2790.3645765497263
70,82.85234802946184,248.23383447935572,197.8324312523988,370.67437726906576,2859.8619805582075
71,45.9302123402886,142.29644543234332,204.92450618075017,263.4785618114033,2610.7349313422937
72,127.36478312350664,303.7749615462285,217.99089310314582,341.8415813596922,3091.308464310401
73,95.74720858371413,174.78505300533485,140.39868722633963,447.16649528497055,2960.7682169832133
74,121.10146975432737,245.3926030621702,216.93679857917195,294.8170972876378,2983.7022871908925
75,94.723979316694,221.12982745550295,168.0684634993872,381.69127503900705,3078.3017800519615
76,89.78984430055695,126.36749027016623,261.21043926065687,263.1250733129202,2963.7194315469865
77,94.5135522464007,216.33782277012853,262.2061109529218,317.4334936903444,3011.3715084734795
78,92.95738455469922,187.70779024302595,154.4220061270969,372.8259232912678,3069.4826851350203
79,107.40277557903279,271.81561929682255,173.53962113660998,308.9690125014462,2801.1752080835245
80,54.853503920037056,224.00960771431014,200.2239320094812,290.5079051968746,3082.0360029111525
81,77.95059517503817,234.38075939788104,135.0104477525993,430.50263366272685,3045.455458411103
82,79.95117297761877,213.13206166144838,159.06353746296608,262.1153504083952,2799.3708927734065
83,115.23460363520634,223.4590794953161,192.85043370925592,341.22822162323524,2850.6214041601156
84,92.25094053095667,189.34943301038987,169.84621420985758,359.25249714644934,2873.6773891985185
85,101.15917832025666,156.91299284464742,203.6201448884115,425.24254507950155,2744.107046452409
86,121.13176500546295,302.166688004184,202.70776320514656,454.98477276406356,3151.927920047954
87,105.51194315422784,261.2870151425798,178.9250331385559,310.58880881290725,3083.219027163896
88,91.20100642606812,207.45275638514872,171.28235388281797,423.7421935265198,3137.1177622011282
89,93.72732961126302,275.5980217173374,212.162253854882,517.7016748760235,3253.7688079087516
90,121.03460672579335,224.47006471221866,206.47365491233165,137.39479104130703,2808.26530275162
91,100.26052520562327,191.34408573531675,197.85330320628572,475.75621877240013,3143.3952238117695
92,114.60033695967951,279.2141623414649,246.60914353809085,347.0420599673552,3072.7555576528916
93,91.35403443554301,235.27892077070743,230.4776735763715,282.1036712747185,3029.5250088913485
94,120.2193403437143,165.51296142725948,171.83226121578883,234.88834368950387,2863.9284230934836
95,87.33408390177829,203.10565928983013,193.82363749089308,328.47291740876216,3129.573692805625
96,127.95450853245316,266.89497428874904,184.86636870295268,408.9098626543246,3338.573620713572
97,132.2860725053638,191.53838653339093,219.6408014610619,314.5021882209718,3000.0805634298526
98,76.80970262198458,258.3724141788134,151.17684938103972,432.2354449893485,3096.231778390438
99,95.7902822729568,269.7861667062478,237.19892912834183,296.3611667883491,3044.588144554352
100,93.3764104767729,195.48892577552897,237.6113935188367,345.4196261966048,2923.7503143702843
101,100.90713572293369,193.57990376741387,161.51593094740767,357.7373761210519,2911.6935333617275
102,115.80360444701805,188.168428345402,192.83319084855898,369.89617142135364,3027.473628887539
103,103.56085604910987,169.03909000091969,179.3134818644838,341.29169166398793,2796.0381570308377
104,95.7583931393911,199.56522352082843,191.0573830003053,475.65376068150164,3064.1921069427817
